id,userId,currency,amount,vat,oldBalance,newBalance,timestamp
'01HQKKHGVTZ43QPSY37WVBWQHM','6943717f-0aec-40b3-bbad-6ccf1de293e4',,,,,,2024-02-26 21:01:01.659000+00:00
'01HQKKHGYBEWERGDVM1GEMCMMH','893b1a3b-9230-450c-abb3-f89895c8183e',,,,,,2024-02-26 21:01:01.659000+00:00
'01HQKKHH73NR0DRZ2Z13MANCE1','4c4ceed7-e0a3-4168-9e92-e84ee46e6082',,,,,,2024-02-26 21:01:01.659000+00:00
'01HQKKHH2YRB01CA2WAC1RG43Z','b7a68e0a-4751-4684-9a73-34b2458fb2ca',,,,,,2024-02-26 21:01:01.659000+00:00
'01HQKKHH0Z9RAAJW5BVVAA5R9C','1c4069d7-2210-4fe8-8bbf-fc25fc5d2cc9',,,,,,2024-02-26 21:01:01.659000+00:00
'01HQKKHH4CJ85A2SSY1FR9FDWR','803ab6c9-5b94-46b4-8464-62796540a4ff',,,,,,2024-02-26 21:01:01.659000+00:00
'01HQKKHH82P31H05X2ZSE88WKV','4ebacdb2-8ba4-43e6-8d49-838bca5247be',,,,,,2024-02-26 21:01:01.659000+00:00
'01HQKR680Y351EYM9HNKTPW3Y6','116d602b-3853-4b09-8b31-e5ff7b7d0534',,,,,,2024-02-26 22:22:29.363000+00:00
'01HQJ6JBFJRSYP1ARZTBPA66B2','079b35b6-fecd-41e0-aff2-b291a42880f2',,,,,,2024-02-26 07:54:40.406000+00:00
'01HQKKHDSSXBBB7SCZ1W0XYWG0','e6a22e0b-2fbf-4260-94f5-f86393927ddd',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHEF6HX2P9ZBW5E2QGES0','ca13c1e4-d692-41eb-b914-025333c89e8a',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHEKYZJKMA2C17C98Y0AN','28089a3d-6a4a-455d-b173-8e10873a3984',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHEMXCCXBNESRQP6SK7HE','c06b6e73-2183-49c1-ba4b-78c66dab5f0d',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHEQ7A1HWRM4RSJ866MT2','33ca49c4-bd48-4636-a431-9b3ca10029ba',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHERY8DEBCQJ9XWNDC4D4','d9e426cf-4b0b-43ed-b5ca-2a5f547c0427',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHF41B5VWMMEQQH6QABBG','4a01724f-a8a6-4c2b-b6eb-83d1f258aac8',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHF6R2MRS4YERJ683ZJM7','980720fb-9953-4b7b-bb0d-83e08cf7c6c4',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHFG7W25N6HZDPKY9ADWV','8cfb0a41-4446-43f9-8ace-c17b9c9a9c7e',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHF9RMMEDJP0A2JGZT5H4','3a3032d5-0841-422e-b3a8-1fe38d0a75b7',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHFDDXRZPJGJDHS0NJ873','2c162fb1-ad37-4901-b636-b79aee0ebd7a',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHFDCDPW0P8BMKA7K8BBS','774aec7f-2f19-4233-b4a2-cef8e73197ea',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHFSKGP2W9HXBT4C8BE1F','2bdfc13c-a581-4617-9a92-cc6f3a5df669',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHFMJMPX20CM3DESACK1K','d8e22713-a177-4738-bdb6-e48b189eb487',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHFXQ8JXRREW3FG5518X0','e43c3e20-d78b-4fdc-b46a-9d72e46f393a',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHFYK6RWSRP70SE6MXZA4','11bb6ebf-7b34-43f3-91ee-f2469568f90a',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHG08WJTN0J9SDZKD9WQE','6a816b89-1fc6-4fe2-b33f-f7f8224f5c88',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHG9WAT5FWPSQ717JGH61','2c77a724-b701-4868-b804-c96855a3e9d8',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHG9DYSR4BRK7VZFEZEYK','d2521dc0-4070-4eb2-88c7-c55b0b0cf0ad',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHGDK4SPC4VCPRQKBZBFN','7ca066ee-df49-42d5-b522-54f8abe08388',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHGFD50PWKS4AK7D87WE1','52de3a45-61c0-4d76-a938-c8f32b3c6fd6',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHGKQBTXW9WC0YQMZVMZS','e1bb7101-c69e-4083-9e0d-541bfecff0cd',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHGR2H79KW78PHQS2H1SK','4418bb9f-4dc0-4fb1-9b49-cc5405c1c8fd',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHHD1C7PJ0FXENX9AVH1R','72b8eeff-c0f0-4665-bbbe-a1b1a6730a51',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHHA7B9Z1XR1JFG6AQPVV','e3805e85-f860-44d4-8064-994d8da5f9fb',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHHGA92SK6CVARKR3PA6H','228675b8-0c9d-4d7f-9f6d-e14e090655ea',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHHEZVC12VPACVBKZS8RP','848c815d-39aa-4437-a5c2-4f60cbacd64d',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHHCTX5NWKKNRT0HPGE22','67305f3f-628b-4997-83f9-1247a896127a',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHHNE1V80SZJ2ND96CTMN','770414b6-2b25-4782-97c1-f69d6d558737',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHHJ73ABKHH33TW6A4D2V','91886874-40ec-4324-87ea-10bcee9904f5',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHHN13MFNGK8F47X4XAT1','460733e0-3f51-4cb4-b870-9f1a50ffd1a9',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHDZ8PCS0RM4QTP4285EY','e6087af9-b2a3-41a6-8322-9630d0e35923',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKM0H7S37WVX03YV1SY7HDK','6a18cb86-df94-4693-8e0f-0d3d9cceed57',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKM0HN4C6RG7CVG67A5FRTV','a6db30c1-5d78-471c-b1e7-007c345db06a',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKM0HXP9ZWF4DQJVQ44NK7C','6b33684f-ce10-4ca9-8319-cabaa76aee28',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKM0KQAQ58J1KDF843WWX6X','aebf6030-96f7-4484-9809-974b80ff458c',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH1T9QGX4WA4Y6Y7A0544','e2498377-494a-4a01-b189-5b9febd136e0',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH3V2SZYC7TN70NQM6FN6','ec4bc6ed-2447-47dd-b7cc-2407383d7c0b',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH3Q81DH9NN7ETRC7M2PA','0a6f92ca-d7a2-4381-90f8-63079880b3bc',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH40VMXKW32QSA2D4PTGS','ddbc5455-86aa-4bdc-b4ae-ea5181bc0e4c',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH3W4954CDKMF8CNVM76Q','6c8a1257-bfd0-450d-9067-7ea504e1e2b4',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH45YKHVD62G9JZN1C1BQ','650413b9-8bb5-4630-a004-e5b8c752334e',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH46T21JZYYWBD3PPA17G','5eb6377f-a1a8-4d8e-aadc-0fcc162b4d2a',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH4GAGFKSD3XK7N296CJC','049bb6da-aa2e-4b69-93b4-8bcf19b74875',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH4DD8JP0WQ8J4Y442P8D','ef989fc2-718f-4339-9b3e-3887805bf166',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH4B2XXFVJZTXA319N06R','c4f83b6a-31d6-4110-95f2-3d46bc1de649',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH4B8KW96VDV9YX2D6RCC','26558ed9-8e30-4020-8875-54a87e2265fa',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH4JBBW4T4WKMEJX8QX7F','50fbe95b-009d-4396-ab46-cf6170a827ce',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH4PACVQX8DHADXQ44JWN','af977e84-5e95-4b91-b479-453c31e2d579',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH4NJY3KFGJB6DKJ85908','0337b933-9ab8-4c7d-8c1b-80059f3164a4',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH4G3MVVYK328DVRQMXVN','405ac586-00fd-4cdc-8004-56ded225f446',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH4SVME0RD39T00JNP12Q','8a7f8c21-2221-472e-9be8-877a538f282e',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH4TSD29AFJ063EMYZYV2','7cbe3797-c6a1-492c-9c31-8bd1c8c38d90',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH61VDH1AK73JDNTG57YR','8b3fae92-5944-4c15-825b-22399235f8eb',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH69WF9K854NKBXK8V0VR','15469d49-7d54-4ea1-833c-708f679471d4',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH72AKVC5VNXCTTC0TYN1','76ec2533-2621-4bd0-9309-8f663ed3ada5',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH78KB7AK12YV0PQ9SHF8','2d46437a-f5ce-4c3b-89c2-89927fe1467b',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH740ERAZH5A0FV7GG03S','6447c637-23bd-4205-aca7-ac527c27ea0f',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH7E460HH7H1F788RX5RY','6d56fc71-5f0c-42cd-a40d-ac25c15e5653',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH79RAP65QD36HCDD5ESH','f66a41dd-6388-421c-b6cc-9c4024d43be8',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH77AE2DVSHPJ6KFJ03HW','2c2a8830-b2f7-4b3e-a180-7a5654eee40c',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH7DSVCD1RT590XY1MT6H','40c1fa6e-af29-4411-b419-aed2a9f4858b',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH7HEBZ9149S789JHM89V','0babc299-0ddf-4149-b2fe-4d6efd5618d4',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH7KCPB2VZ91A2JDFSAKJ','2e9e35c1-b10c-485e-ade9-58faa38deb9d',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH7KT8D42WRH7YKYYHVKZ','954efdec-5815-4925-b0f6-041d83c02b01',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH7P81SE84J8ZCH5N08W6','d42b9e0e-3287-4c29-88d7-4ee6bfa9920f',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH7S06RGHZ9WHC0N604B0','078a520a-b504-4794-8e9b-910d86e4e96d',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH8C8W8HG5F34FYM9QT7N','b58d3b54-8d52-4162-b7eb-44beb0254e50',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH8FHS06THFCZBHT3FN6F','5bc3c6b5-3049-4d37-9f04-c36bcb6de4a2',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH9QDAXYKGFPE89VDHYGN','71f65d0c-bd8c-43d4-8952-16e4897bdcb7',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH9S0XFWA145MJ66N91JM','57e3222a-06f6-416a-83b5-fb1e967514d0',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH9SE75QXM7BVZZ8QP3SC','e5521da8-1d62-43fa-b81a-e3c9801bfe8d',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH9YHRFQC7C9GFYRF80AJ','a311a299-9f89-4f82-9b63-cf15944e4d42',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKH9ZRJQKFBAKEE6THH5JT','079b35b6-fecd-41e0-aff2-b291a42880f2',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHA0FFHTR7MAA9P3MPCM2','a10d50cd-b39c-404a-8f00-255e56141a80',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHA751G8D0FX9YFZYBPFM','4a12f77e-9f66-4899-823d-5eeb53c01a36',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHAE36F02CM23CK5ERW3F','a19f1f44-2782-4e7f-8826-f3f3ef589ea8',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHB3MN14RXWXKAXEX9RQB','65413bc6-0755-451e-8e53-caf2833ea8b1',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHAZDGVZ6KXVM50W1APBJ','ac78f7fc-04ca-4875-acbb-0539231751be',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHB6HPBEH0B6K9B9Q7YXS','f7870e0e-b690-4330-80e4-558986ef721f',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHB8WSQVK1ZK2XX1G840V','0499a55d-2f5a-42da-b5f2-e3fadb5b99ad',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHBB18CT8XZ9DDM204XB1','5def4009-fdba-4a02-9555-9210152eb1f4',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHB6FKS05EJXADCP1FKM7','95548cdd-9c30-4a34-8e13-6b526f0426da',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHBBYPT3R036MJ871QGC0','aed6c080-095d-4498-b8f3-492432bc33bd',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHBE5QYQ4TS0ANXEHQDBK','7ea81f9e-1a24-4664-bd94-4d88dc6fd07d',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHBNBT68XVMSPEW4VENQG','5932ea94-ff0d-4254-909f-406cde949da5',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHBK4RV1BJQV13ARHEB3S','aea9e5de-6ce6-4873-8574-f8237677fe69',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHBXNRACW2V44VJD5P10B','8e488312-52a1-4506-a475-ee43b0811373',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHD7Y3857R4J01WV33EXF','5b25fc0d-4b52-479d-a9e9-5533cece208a',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHDN1XJW26CXNW8Q8TS0T','f2760655-ac6c-4a19-a85e-0cba3913eb42',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHDX6QSMW8G40QWP7KD0F','f29c6a25-00ec-4e00-bb1d-c6602c424918',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQKKHDNJT4E0RD9FW8ZBEEKS','a72b531c-1fb0-46b5-bcc8-e28902c88861',,,,,,2024-02-26 21:01:11.526000+00:00
'01HQJ89RWCHZ14FDQEAPN23XVQ','76ec2533-2621-4bd0-9309-8f663ed3ada5',,,,,,2024-02-26 08:24:53.875000+00:00
'01HQK5N1STKBJ9A3DVZJGRA4G9','e8062346-faa2-400f-a070-a970fc4caab4',,,,,,2024-02-26 16:58:29.701000+00:00
'01HQK5MXC8ANY6ZJC238PNCC3G','e8062346-faa2-400f-a070-a970fc4caab4',,,,,,2024-02-26 16:58:29.701000+00:00
'01HQP5XVGEQVV5635J2D5DCWC3','33ca49c4-bd48-4636-a431-9b3ca10029ba',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5XVEY2SDG8EX6KV2BC0YT','af977e84-5e95-4b91-b479-453c31e2d579',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5XVVP025GWQXME2TRSV74','d5ac8cce-d4db-4222-9b79-0bc3d112861e',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5XWZQZESDD38TARQY4GVC','2d46437a-f5ce-4c3b-89c2-89927fe1467b',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5XWJTKN0MRZEZJ2F3T8VJ','a8d6dd11-eb1d-4d7e-887e-682dac43cd97',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5XWPJHJFNBYK09Y7A5CBD','72b8eeff-c0f0-4665-bbbe-a1b1a6730a51',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5XX44YYNDJG8YN2M7F190','770414b6-2b25-4782-97c1-f69d6d558737',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5XXEV2GD82KMSWWRTP1DG','2c1fafd7-42d4-48ac-a761-4b5493eec785',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5XXBARCFEWC7YDX02T27Z','b66d065b-3a4b-4871-9d0c-99701e74c8e9',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5XXRYAA3ZFEZBNQ1W8Y59','1676ca47-7110-4f13-8173-86ed62ef215d',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5XXKXMCAAQXAM8KEW7W2D','e2498377-494a-4a01-b189-5b9febd136e0',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5XZ2BRYJV461EEMVPF7FT','8cfb0a41-4446-43f9-8ace-c17b9c9a9c7e',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5XZ6PMEEAQ3RGB6Z0W072','abf660cd-113f-4fe2-8fff-ad9e33e54df3',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5XZ6JB25XTQ6XBA7D9MDV','daa2bf74-cf31-4552-9e85-acb48a7c3f90',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5XZ99K1F6N06H0HC1W3NP','6c8a1257-bfd0-450d-9067-7ea504e1e2b4',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5XZBW2ANV7GX1C26VD347','8e488312-52a1-4506-a475-ee43b0811373',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5XZCAG3NE66178MD5KNZV','5def4009-fdba-4a02-9555-9210152eb1f4',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5XZKBATRSHB0S07E6B56T','7deee50d-fb63-4eba-80b2-ec541011b67e',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5XZH8BVBGFZ3CTH2KJBC5','2f4fd556-537a-4e93-ae1d-be1ed7c51547',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5XZQ5Q20D4A1SRY65AF5Y','aed6c080-095d-4498-b8f3-492432bc33bd',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5XZRTFG2PZS5TJW02DTVC','92856f1f-33e4-4393-b51f-a9595a27afdd',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y1433TGS4WDJ3YJFYF5E','a6db30c1-5d78-471c-b1e7-007c345db06a',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y128HWAQQYSZETTSNX70','4c4ceed7-e0a3-4168-9e92-e84ee46e6082',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y17VC8X6DEH24JX30XQ8','a7c8eb51-8a21-4d1a-a947-d9c711fd67e4',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y1STZVJ4M9M33J8ZRYCP','90510344-db47-4283-9083-d44dcadb6050',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y1X1JMXWHGHTCC8JNRN6','228675b8-0c9d-4d7f-9f6d-e14e090655ea',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y28F6G5YC8C034ZQQ6HG','4a01724f-a8a6-4c2b-b6eb-83d1f258aac8',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y27SNJW10M3G443GJ821','1306427b-7f89-48fd-8bf0-ee859c8b95d4',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y22HBQHR5SWKJ31RWKPM','803ab6c9-5b94-46b4-8464-62796540a4ff',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y23V71V1SN1KAAQGPHQQ','a2fca693-0874-4083-b84e-1d123f19eb07',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y2X19A841SN6933YWPJF','1d12eecd-5660-42cc-bd48-8dc05704c440',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y334MA6SXXFKMDC59014','7ea81f9e-1a24-4664-bd94-4d88dc6fd07d',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y2SR1KX3K19EETVAZ70B','4a12f77e-9f66-4899-823d-5eeb53c01a36',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y312VQSZQK3FYT1NQZQT','d8e22713-a177-4738-bdb6-e48b189eb487',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y37164C5DYDCG4QRF2WP','7cbe3797-c6a1-492c-9c31-8bd1c8c38d90',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y34NFN1WDESSEFNS9TNQ','cac838c5-a9e1-41b1-877e-2587cbea7b20',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y37110GRQKW654395MY8','e8062346-faa2-400f-a070-a970fc4caab4',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y3A0P7E9W05EBM832M3X','e635a3ea-fc8b-46c4-b091-5480637486ad',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y3C44JHJQXT8BCE4XGT7','67305f3f-628b-4997-83f9-1247a896127a',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y3ET0JAAAS0MH5A5FM1W','28089a3d-6a4a-455d-b173-8e10873a3984',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y432PEAB8JCNX0Y680GY','0d3743bc-7978-4902-b925-621d06ed6f28',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y4485YPX1ATT89S19V1Y','de547403-dacf-429b-bc0e-4c96c0efc7ea',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y4BMM41W737AABSX0DS8','57e3222a-06f6-416a-83b5-fb1e967514d0',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y4D5YT8X27FG9MC1HS3Y','2b07bc91-66bc-497f-8e10-c073264b7329',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y4RP32MKAAHKDC71J3CC','ac78f7fc-04ca-4875-acbb-0539231751be',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y4TXZCZB2SH875YWT6YB','eefb84af-6a9b-435b-b589-5c9734648a74',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y5AXJJP0BMD31AC3H3XV','f29c6a25-00ec-4e00-bb1d-c6602c424918',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y5W44VFZR57JT5QY646N','2f893545-21a1-45ce-8cd0-c1f12e8f23e5',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y69DS9X9D127EYVXEBDM','24d0b6ba-f039-4338-8522-177746acfd2f',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y6EPH343R1W6YSK5ZA8X','d9e426cf-4b0b-43ed-b5ca-2a5f547c0427',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y6J6DZ2XR572M0DJBGDS','52de3a45-61c0-4d76-a938-c8f32b3c6fd6',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y6M1N2R9V9HVJ6VJYGAW','4418bb9f-4dc0-4fb1-9b49-cc5405c1c8fd',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y0J7W2VBFMG6ZVBWCD7Y','e6a22e0b-2fbf-4260-94f5-f86393927ddd',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y0JNFB2F81DV7Z8Q5YDY','a311a299-9f89-4f82-9b63-cf15944e4d42',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y0PHB446YYK6PJXFF9FH','76b5101c-400d-45d2-9392-ee6d94c113db',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y0PTV8515HY1ER2392E5','78fc4995-9960-449a-b6aa-80f47ff25403',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y0SXRK1X0ESCW5T0E6WE','7a46f077-87df-49e3-b606-f37d0f061728',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y0Y7SQVT1YNRKPP4PY9Y','14e0ddb5-9795-4886-aff1-a70683e226d7',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y0YE2MES2DWPSFJ87V4Q','26558ed9-8e30-4020-8875-54a87e2265fa',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y0S3CF5GC34TPY1WPV6M','5932ea94-ff0d-4254-909f-406cde949da5',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y89F33WGG4TWZKGC4QF2','6943717f-0aec-40b3-bbad-6ccf1de293e4',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y84KMPMVK3ZVY16XZZ8Z','2ce08ce4-2c63-4e7e-84aa-79b8a520bdbc',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQP5Y851M79KQCWY79Y4HXNR','5b25fc0d-4b52-479d-a9e9-5533cece208a',,,,,,2024-02-27 21:01:03.539000+00:00
'01HQNRRBKT9G0NZB3V84W1S9EA','eb6875d4-8663-4dc5-8838-1148a2425c13',,,,,,2024-02-27 17:10:51.491000+00:00
'01HQNSX4FRFKZTNVWN5ENKN46J','980720fb-9953-4b7b-bb0d-83e08cf7c6c4',,,,,,2024-02-27 17:30:57.168000+00:00
'01HQN2RNXY5V4NW009RDZN2B28','2af65ba7-48fc-4433-be65-5dca7e3094a8',,,,,,2024-02-27 10:37:30.588000+00:00
'01HQN2FP23QF28HXC9FNJZMQW6','2af65ba7-48fc-4433-be65-5dca7e3094a8',,,,,,2024-02-27 10:37:30.588000+00:00
'01HQN2TH59VVTR46M21DK558FT','2af65ba7-48fc-4433-be65-5dca7e3094a8',,,,,,2024-02-27 10:37:30.588000+00:00
'01HQNZTCXHM0BY48DPFGSMKH1T','5c1cc792-51d1-4a86-9497-6f845dbb4319',,,,,,2024-02-27 19:14:18.501000+00:00
'01HQNGFF8PTCN56TB4N2H4H389','e635a3ea-fc8b-46c4-b091-5480637486ad',,,,,,2024-02-27 14:46:11.582000+00:00
'01HQNGFMPCVHZQJT3YZG6CQ8PM','e635a3ea-fc8b-46c4-b091-5480637486ad',,,,,,2024-02-27 14:46:11.582000+00:00
'01HQNGFMSA978FSSHGWBTGAP4N','e635a3ea-fc8b-46c4-b091-5480637486ad',,,,,,2024-02-27 14:46:11.582000+00:00
'01HQN8EKX2P9TYV28PA4S8R76E','76b5101c-400d-45d2-9392-ee6d94c113db',,,,,,2024-02-27 12:25:53.404000+00:00
'01HQP5Y4P5Y1EV44JC58KNGKXZ','8b3fae92-5944-4c15-825b-22399235f8eb',,,,,,2024-02-27 21:01:10.341000+00:00
'01HQP5Y4KCW4BCR4CVQV89CJ4H','deedea24-a21c-4886-9657-623c064fcf5a',,,,,,2024-02-27 21:01:10.341000+00:00
